"county_fips","mean_degree_bracket","fill_var_bracket","fill_var_bracket_decile","fips"
18181,"15","[-0.0028,0.0083)","6",18181
17007,"17","[0.033,0.052)","9",17007
39087,"20","[-0.046,-0.032)","2",39087
21071,"22","[-0.22,-0.046)","1",21071
18087,"16","[-0.0028,0.0083)","6",18087
13309,"29","[-0.032,-0.021)","3",13309
13043,"24","[-0.021,-0.011)","4",13043
4005,"4","[0.033,0.052)","9",4005
22095,"29","[-0.011,-0.0028)","5",22095
39065,"13","[-0.032,-0.021)","3",39065
29151,"15","[-0.032,-0.021)","3",29151
48403,"27","[-0.011,-0.0028)","5",48403
29217,"6","[-0.046,-0.032)","2",29217
17053,"22","[-0.0028,0.0083)","6",17053
36017,"9","[-0.032,-0.021)","3",36017
18065,"15","[-0.011,-0.0028)","5",18065
38001,"16","[-0.021,-0.011)","4",38001
16039,"7","[0.052,0.11]","10",16039
1043,"7","[-0.011,-0.0028)","5",1043
13283,"29","[-0.046,-0.032)","2",13283
12086,"1","[0.052,0.11]","10",12086
13161,"19","[-0.22,-0.046)","1",13161
13071,"9","[-0.22,-0.046)","1",13071
24005,"21","[0.052,0.11]","10",24005
26065,"7","[0.021,0.033)","8",26065
26031,"13","[0.0083,0.021)","7",26031
34013,"6","[0.021,0.033)","8",34013
39001,"11","[-0.22,-0.046)","1",39001
39073,"18","[-0.011,-0.0028)","5",39073
53021,"2","[-0.0028,0.0083)","6",53021
23005,"4","[0.033,0.052)","9",23005
26043,"5","[-0.046,-0.032)","2",26043
26055,"6","[0.052,0.11]","10",26055
22055,"18","[0.021,0.033)","8",22055
8103,"10","[-0.0028,0.0083)","6",8103
37097,"17","[0.033,0.052)","9",37097
37147,"21","[0.0083,0.021)","7",37147
42007,"16","[0.0083,0.021)","7",42007
45069,"27","[-0.22,-0.046)","1",45069
48435,"27","[-0.046,-0.032)","2",48435
18051,"15","[-0.021,-0.011)","4",18051
39107,"4","[-0.046,-0.032)","2",39107
27155,"12","[-0.032,-0.021)","3",27155
49011,"3","[0.052,0.11]","10",49011
27051,"15","[0.021,0.033)","8",27051
8037,"2","[0.052,0.11]","10",8037
35019,"21","[-0.22,-0.046)","1",35019
36005,"1","[0.052,0.11]","10",36005
40005,"16","[-0.032,-0.021)","3",40005
46079,"8","[0.0083,0.021)","7",46079
30013,"2","[0.0083,0.021)","7",30013
28097,"30","[-0.021,-0.011)","4",28097
13099,"28","[-0.22,-0.046)","1",13099
8111,"25","[0.052,0.11]","10",8111
8109,"15","[0.052,0.11]","10",8109
47167,"25","[0.0083,0.021)","7",47167
23001,"6","[0.0083,0.021)","7",23001
26143,"21","[0.033,0.052)","9",26143
13245,"18","[0.021,0.033)","8",13245
12099,"3","[0.052,0.11]","10",12099
16019,"2","[0.033,0.052)","9",16019
20191,"11","[-0.011,-0.0028)","5",20191
27127,"8","[-0.011,-0.0028)","5",27127
37175,"9","[0.033,0.052)","9",37175
55075,"9","[-0.011,-0.0028)","5",55075
48283,"24","[-0.22,-0.046)","1",48283
48203,"24","[-0.011,-0.0028)","5",48203
28079,"29","[-0.046,-0.032)","2",28079
49003,"3","[0.033,0.052)","9",49003
51049,"29","[0.021,0.033)","8",51049
18183,"15","[0.021,0.033)","8",18183
47027,"24","[-0.046,-0.032)","2",47027
2068,"21","[0.052,0.11]","10",2068
13273,"30","[-0.021,-0.011)","4",13273
20073,"17","[-0.011,-0.0028)","5",20073
20015,"16","[0.033,0.052)","9",20015
27001,"11","[0.021,0.033)","8",27001
37073,"29","[0.0083,0.021)","7",37073
40049,"18","[-0.011,-0.0028)","5",40049
31167,"21","[0.021,0.033)","8",31167
28081,"24","[-0.032,-0.021)","3",28081
5023,"22","[0.021,0.033)","8",5023
48505,"3","[-0.22,-0.046)","1",48505
13291,"23","[0.033,0.052)","9",13291
40077,"21","[-0.021,-0.011)","4",40077
13127,"13","[0.021,0.033)","8",13127
26123,"13","[0.021,0.033)","8",26123
27047,"3","[-0.032,-0.021)","3",27047
35037,"15","[-0.22,-0.046)","1",35037
39163,"22","[-0.032,-0.021)","3",39163
39111,"22","[-0.046,-0.032)","2",39111
40085,"24","[-0.0028,0.0083)","6",40085
55095,"7","[0.021,0.033)","8",55095
55017,"5","[0.0083,0.021)","7",55017
31017,"12","[-0.011,-0.0028)","5",31017
48285,"16","[-0.032,-0.021)","3",48285
35045,"2","[-0.011,-0.0028)","5",35045
42053,"27","[0.033,0.052)","9",42053
29093,"20","[-0.046,-0.032)","2",29093
26007,"4","[-0.032,-0.021)","3",26007
13013,"26","[0.052,0.11]","10",13013
8093,"21","[0.052,0.11]","10",8093
40091,"23","[0.0083,0.021)","7",40091
32510,"4","[0.052,0.11]","10",32510
56011,"23","[0.033,0.052)","9",56011
45067,"27","[-0.032,-0.021)","3",45067
55051,"23","[-0.0028,0.0083)","6",55051
31007,"29","[0.052,0.11]","10",31007
47031,"15","[0.0083,0.021)","7",47031
18135,"16","[-0.021,-0.011)","4",18135
19073,"12","[-0.011,-0.0028)","5",19073
13225,"30","[0.033,0.052)","9",13225
1063,"30","[-0.032,-0.021)","3",1063
17021,"11","[-0.22,-0.046)","1",17021
20139,"18","[0.0083,0.021)","7",20139
48045,"27","[0.0083,0.021)","7",48045
21023,"26","[-0.032,-0.021)","3",21023
29099,"12","[0.033,0.052)","9",29099
36043,"11","[-0.032,-0.021)","3",36043
37165,"26","[-0.032,-0.021)","3",37165
42019,"9","[0.021,0.033)","8",42019
53075,"2","[0.0083,0.021)","7",53075
48153,"27","[-0.032,-0.021)","3",48153
48117,"4","[-0.22,-0.046)","1",48117
51107,"5","[0.052,0.11]","10",51107
47063,"11","[-0.0028,0.0083)","6",47063
19157,"9","[-0.021,-0.011)","4",19157
6049,"5","[-0.011,-0.0028)","5",6049
6019,"1","[0.021,0.033)","8",6019
17193,"16","[-0.22,-0.046)","1",17193
24031,"2","[0.033,0.052)","9",24031
19183,"8","[-0.0028,0.0083)","6",19183
53025,"1","[-0.046,-0.032)","2",53025
20027,"10","[-0.0028,0.0083)","6",20027
21213,"24","[-0.011,-0.0028)","5",21213
47107,"14","[-0.0028,0.0083)","6",47107
37049,"17","[0.021,0.033)","8",37049
39069,"16","[-0.0028,0.0083)","6",39069
40061,"19","[-0.22,-0.046)","1",40061
40089,"6","[-0.22,-0.046)","1",40089
46043,"11","[-0.032,-0.021)","3",46043
48317,"27","[-0.0028,0.0083)","6",48317
13121,"18","[0.052,0.11]","10",13121
28113,"28","[-0.046,-0.032)","2",28113
12029,"13","[-0.021,-0.011)","4",12029
39021,"21","[0.0083,0.021)","7",39021
21235,"15","[-0.046,-0.032)","2",21235
48489,"14","[-0.22,-0.046)","1",48489
27087,"14","[-0.22,-0.046)","1",27087
1113,"29","[0.033,0.052)","9",1113
54091,"22","[-0.032,-0.021)","3",54091
51085,"24","[0.052,0.11]","10",51085
51740,"29","[0.033,0.052)","9",51740
42023,"10","[-0.22,-0.046)","1",42023
38057,"12","[-0.011,-0.0028)","5",38057
21115,"23","[-0.22,-0.046)","1",21115
13311,"22","[0.033,0.052)","9",13311
40139,"3","[-0.22,-0.046)","1",40139
15009,"2","[-0.0028,0.0083)","6",15009
2050,"16","[-0.22,-0.046)","1",2050
55029,"5","[0.0083,0.021)","7",55029
21159,"23","[-0.22,-0.046)","1",21159
26133,"18","[-0.0028,0.0083)","6",26133
21209,"26","[0.033,0.052)","9",21209
22127,"24","[-0.22,-0.046)","1",22127
31159,"13","[0.033,0.052)","9",31159
55053,"9","[-0.021,-0.011)","4",55053
48257,"26","[0.033,0.052)","9",48257
6095,"5","[0.021,0.033)","8",6095
45031,"25","[-0.032,-0.021)","3",45031
13007,"30","[-0.0028,0.0083)","6",13007
39071,"14","[-0.011,-0.0028)","5",39071
40027,"16","[0.052,0.11]","10",40027
41021,"14","[0.021,0.033)","8",41021
29013,"15","[-0.021,-0.011)","4",29013
31021,"19","[-0.0028,0.0083)","6",31021
29059,"14","[0.021,0.033)","8",29059
13207,"29","[0.021,0.033)","8",13207
6053,"1","[0.021,0.033)","8",6053
17089,"6","[0.033,0.052)","9",17089
36081,"1","[0.033,0.052)","9",36081
17131,"22","[-0.021,-0.011)","4",17131
17099,"6","[-0.046,-0.032)","2",17099
26137,"15","[0.021,0.033)","8",26137
27153,"6","[-0.0028,0.0083)","6",27153
40051,"21","[0.0083,0.021)","7",40051
30001,"5","[0.033,0.052)","9",30001
28017,"30","[-0.032,-0.021)","3",28017
29009,"8","[-0.0028,0.0083)","6",29009
16007,"7","[-0.032,-0.021)","3",16007
6071,"1","[-0.0028,0.0083)","6",6071
28069,"30","[-0.021,-0.011)","4",28069
21123,"27","[0.0083,0.021)","7",21123
21035,"16","[0.0083,0.021)","7",21035
27129,"10","[-0.011,-0.0028)","5",27129
30087,"12","[-0.046,-0.032)","2",30087
39055,"21","[0.052,0.11]","10",39055
42085,"8","[-0.021,-0.011)","4",42085
54013,"21","[-0.22,-0.046)","1",54013
48451,"6","[-0.0028,0.0083)","6",48451
48331,"21","[-0.021,-0.011)","4",48331
18071,"5","[-0.22,-0.046)","1",18071
16067,"6","[-0.0028,0.0083)","6",16067
29053,"17","[-0.011,-0.0028)","5",29053
48425,"27","[0.033,0.052)","9",48425
38081,"11","[-0.032,-0.021)","3",38081
21019,"25","[0.0083,0.021)","7",21019
22007,"29","[-0.22,-0.046)","1",22007
26111,"11","[0.021,0.033)","8",26111
13251,"24","[-0.032,-0.021)","3",13251
27119,"10","[-0.0028,0.0083)","6",27119
13321,"28","[-0.011,-0.0028)","5",13321
13151,"30","[0.052,0.11]","10",13151
41023,"7","[0.021,0.033)","8",41023
19053,"15","[-0.011,-0.0028)","5",19053
25005,"2","[-0.046,-0.032)","2",25005
27113,"5","[-0.021,-0.011)","4",27113
48161,"25","[-0.0028,0.0083)","6",48161
23023,"18","[0.033,0.052)","9",23023
23009,"7","[-0.0028,0.0083)","6",23009
6001,"1","[0.0083,0.021)","7",6001
36037,"12","[-0.0028,0.0083)","6",36037
45035,"27","[0.052,0.11]","10",45035
48187,"25","[0.052,0.11]","10",48187
31141,"3","[-0.032,-0.021)","3",31141
31173,"17","[-0.22,-0.046)","1",31173
29069,"16","[-0.22,-0.046)","1",29069
8011,"12","[-0.0028,0.0083)","6",8011
18155,"23","[-0.0028,0.0083)","6",18155
16049,"12","[0.0083,0.021)","7",16049
48111,"3","[-0.22,-0.046)","1",48111
38089,"4","[0.021,0.033)","8",38089
31109,"1","[0.021,0.033)","8",31109
31157,"3","[-0.032,-0.021)","3",31157
47047,"30","[0.033,0.052)","9",47047
29041,"20","[-0.22,-0.046)","1",29041
48351,"29","[-0.021,-0.011)","4",48351
29143,"26","[-0.22,-0.046)","1",29143
38031,"12","[-0.021,-0.011)","4",38031
48457,"24","[-0.011,-0.0028)","5",48457
31047,"3","[-0.046,-0.032)","2",31047
28005,"30","[-0.021,-0.011)","4",28005
29051,"9","[0.021,0.033)","8",29051
6027,"3","[-0.0028,0.0083)","6",6027
13175,"17","[-0.22,-0.046)","1",13175
37133,"19","[0.052,0.11]","10",37133
20051,"3","[-0.0028,0.0083)","6",20051
21001,"21","[-0.046,-0.032)","2",21001
17145,"18","[-0.046,-0.032)","2",17145
20023,"13","[-0.032,-0.021)","3",20023
20169,"3","[0.0083,0.021)","7",20169
21073,"19","[0.0083,0.021)","7",21073
31163,"23","[-0.0028,0.0083)","6",31163
39025,"17","[0.033,0.052)","9",39025
39047,"12","[-0.021,-0.011)","4",39047
40087,"28","[0.052,0.11]","10",40087
45077,"14","[0.033,0.052)","9",45077
54067,"12","[-0.22,-0.046)","1",54067
48173,"28","[0.0083,0.021)","7",48173
48011,"29","[0.021,0.033)","8",48011
16001,"2","[0.052,0.11]","10",16001
40001,"8","[-0.22,-0.046)","1",40001
21087,"26","[-0.22,-0.046)","1",21087
27101,"8","[-0.021,-0.011)","4",27101
21163,"23","[0.0083,0.021)","7",21163
27079,"14","[0.021,0.033)","8",27079
22115,"20","[0.0083,0.021)","7",22115
37013,"21","[-0.021,-0.011)","4",37013
37191,"17","[-0.011,-0.0028)","5",37191
32023,"6","[0.033,0.052)","9",32023
32003,"2","[0.052,0.11]","10",32003
34033,"21","[-0.0028,0.0083)","6",34033
28129,"29","[-0.032,-0.021)","3",28129
51033,"28","[0.052,0.11]","10",51033
42011,"2","[-0.011,-0.0028)","5",42011
19051,"16","[-0.021,-0.011)","4",19051
16035,"14","[0.0083,0.021)","7",16035
29067,"14","[-0.011,-0.0028)","5",29067
17139,"25","[-0.0028,0.0083)","6",17139
17133,"22","[0.021,0.033)","8",17133
8095,"5","[-0.046,-0.032)","2",8095
21127,"27","[-0.046,-0.032)","2",21127
20187,"11","[-0.046,-0.032)","2",20187
26129,"15","[-0.0028,0.0083)","6",26129
26153,"9","[-0.22,-0.046)","1",26153
54041,"15","[-0.032,-0.021)","3",54041
20047,"17","[-0.011,-0.0028)","5",20047
21011,"27","[-0.032,-0.021)","3",21011
22107,"29","[-0.22,-0.046)","1",22107
19127,"3","[-0.046,-0.032)","2",19127
56017,"15","[0.021,0.033)","8",56017
55141,"2","[-0.021,-0.011)","4",55141
29219,"22","[0.033,0.052)","9",29219
34027,"5","[0.0083,0.021)","7",34027
6075,"1","[0.052,0.11]","10",6075
6009,"12","[0.052,0.11]","10",6009
16077,"7","[-0.011,-0.0028)","5",16077
41057,"5","[0.021,0.033)","8",41057
48115,"18","[-0.22,-0.046)","1",48115
1059,"17","[-0.22,-0.046)","1",1059
40075,"22","[-0.021,-0.011)","4",40075
46013,"2","[-0.011,-0.0028)","5",46013
48367,"26","[0.052,0.11]","10",48367
31125,"18","[-0.011,-0.0028)","5",31125
33007,"8","[-0.021,-0.011)","4",33007
51017,"23","[-0.021,-0.011)","4",51017
47129,"18","[-0.021,-0.011)","4",47129
19043,"13","[-0.032,-0.021)","3",19043
12087,"14","[0.052,0.11]","10",12087
18017,"6","[-0.021,-0.011)","4",18017
46025,"14","[-0.021,-0.011)","4",46025
13279,"23","[-0.032,-0.021)","3",13279
40145,"25","[0.033,0.052)","9",40145
21195,"17","[-0.22,-0.046)","1",21195
1015,"13","[-0.021,-0.011)","4",1015
1095,"7","[-0.032,-0.021)","3",1095
42027,"3","[0.0083,0.021)","7",42027
48125,"27","[-0.011,-0.0028)","5",48125
34029,"10","[0.021,0.033)","8",34029
28015,"30","[-0.021,-0.011)","4",28015
29089,"20","[-0.021,-0.011)","4",29089
51810,"17","[0.052,0.11]","10",51810
19177,"22","[-0.011,-0.0028)","5",19177
28145,"26","[-0.032,-0.021)","3",28145
12089,"19","[0.033,0.052)","9",12089
19031,"20","[0.0083,0.021)","7",19031
21175,"19","[-0.22,-0.046)","1",21175
13243,"30","[-0.032,-0.021)","3",13243
39051,"17","[0.0083,0.021)","7",39051
12119,"17","[0.033,0.052)","9",12119
21081,"22","[0.0083,0.021)","7",21081
27005,"8","[0.0083,0.021)","7",27005
31181,"21","[-0.0028,0.0083)","6",31181
35011,"23","[-0.021,-0.011)","4",35011
38061,"20","[-0.021,-0.011)","4",38061
45065,"29","[-0.011,-0.0028)","5",45065
55069,"6","[-0.011,-0.0028)","5",55069
29205,"17","[-0.22,-0.046)","1",29205
48005,"8","[-0.032,-0.021)","3",48005
51159,"29","[-0.0028,0.0083)","6",51159
28029,"27","[-0.046,-0.032)","2",28029
47125,"21","[0.052,0.11]","10",47125
47139,"26","[0.0083,0.021)","7",47139
16043,"7","[0.021,0.033)","8",16043
1037,"30","[0.0083,0.021)","7",1037
13045,"21","[0.021,0.033)","8",13045
39027,"18","[0.0083,0.021)","7",39027
53063,"1","[0.033,0.052)","9",53063
30107,"19","[0.0083,0.021)","7",30107
5001,"20","[-0.22,-0.046)","1",5001
18105,"5","[0.021,0.033)","8",18105
38041,"18","[0.021,0.033)","8",38041
5021,"18","[-0.046,-0.032)","2",5021
13093,"30","[-0.021,-0.011)","4",13093
39023,"6","[-0.021,-0.011)","4",39023
17077,"19","[0.0083,0.021)","7",17077
2122,"8","[0.033,0.052)","9",2122
37155,"8","[-0.22,-0.046)","1",37155
39151,"3","[-0.011,-0.0028)","5",39151
42105,"15","[-0.046,-0.032)","2",42105
46097,"20","[-0.021,-0.011)","4",46097
31039,"9","[-0.032,-0.021)","3",31039
35023,"23","[-0.021,-0.011)","4",35023
17107,"12","[-0.021,-0.011)","4",17107
18023,"9","[-0.032,-0.021)","3",18023
13057,"21","[0.052,0.11]","10",13057
18111,"26","[0.0083,0.021)","7",18111
13299,"19","[-0.021,-0.011)","4",13299
9005,"9","[0.033,0.052)","9",9005
13287,"29","[-0.046,-0.032)","2",13287
5127,"12","[-0.046,-0.032)","2",5127
27007,"2","[-0.046,-0.032)","2",27007
38083,"22","[-0.011,-0.0028)","5",38083
32027,"7","[-0.021,-0.011)","4",32027
49053,"2","[0.052,0.11]","10",49053
47019,"12","[-0.0028,0.0083)","6",47019
5137,"15","[-0.011,-0.0028)","5",5137
42037,"8","[0.0083,0.021)","7",42037
42113,"25","[0.021,0.033)","8",42113
19059,"14","[0.021,0.033)","8",19059
39175,"16","[-0.011,-0.0028)","5",39175
20071,"14","[-0.021,-0.011)","4",20071
5079,"27","[-0.046,-0.032)","2",5079
8101,"1","[-0.021,-0.011)","4",8101
17141,"17","[0.0083,0.021)","7",17141
20037,"5","[-0.021,-0.011)","4",20037
26049,"7","[-0.021,-0.011)","4",26049
21225,"16","[-0.22,-0.046)","1",21225
27135,"4","[-0.22,-0.046)","1",27135
21013,"14","[-0.22,-0.046)","1",21013
37027,"7","[-0.011,-0.0028)","5",37027
39157,"3","[-0.046,-0.032)","2",39157
46049,"12","[-0.021,-0.011)","4",46049
48383,"24","[-0.22,-0.046)","1",48383
31105,"11","[-0.0028,0.0083)","6",31105
49043,"3","[0.052,0.11]","10",49043
29183,"11","[0.033,0.052)","9",29183
5067,"19","[-0.22,-0.046)","1",5067
47169,"26","[0.0083,0.021)","7",47169
18107,"6","[-0.021,-0.011)","4",18107
17109,"12","[-0.011,-0.0028)","5",17109
22039,"22","[-0.22,-0.046)","1",22039
26027,"23","[0.021,0.033)","8",26027
39117,"21","[0.021,0.033)","8",39117
5109,"26","[-0.046,-0.032)","2",5109
19035,"10","[-0.032,-0.021)","3",19035
21173,"24","[-0.021,-0.011)","4",21173
1099,"24","[-0.22,-0.046)","1",1099
31149,"24","[-0.021,-0.011)","4",31149
19021,"4","[-0.046,-0.032)","2",19021
46093,"24","[0.052,0.11]","10",46093
48081,"28","[0.021,0.033)","8",48081
47111,"14","[-0.046,-0.032)","2",47111
26037,"20","[0.021,0.033)","8",26037
13307,"30","[-0.011,-0.0028)","5",13307
20157,"13","[-0.021,-0.011)","4",20157
20199,"18","[-0.021,-0.011)","4",20199
26081,"2","[-0.011,-0.0028)","5",26081
1039,"13","[-0.22,-0.046)","1",1039
37181,"24","[-0.22,-0.046)","1",37181
37091,"29","[-0.046,-0.032)","2",37091
53045,"9","[0.033,0.052)","9",53045
5095,"29","[-0.046,-0.032)","2",5095
18025,"22","[-0.011,-0.0028)","5",18025
1013,"26","[-0.22,-0.046)","1",1013
13171,"29","[0.0083,0.021)","7",13171
27115,"8","[0.0083,0.021)","7",27115
1107,"28","[-0.046,-0.032)","2",1107
40123,"10","[-0.021,-0.011)","4",40123
48139,"24","[0.033,0.052)","9",48139
48449,"14","[-0.021,-0.011)","4",48449
50001,"6","[0.0083,0.021)","7",50001
8055,"19","[0.033,0.052)","9",8055
9011,"4","[0.021,0.033)","8",9011
12051,"12","[-0.032,-0.021)","3",12051
17037,"16","[0.033,0.052)","9",17037
13165,"26","[-0.046,-0.032)","2",13165
19075,"19","[0.0083,0.021)","7",19075
26083,"25","[0.021,0.033)","8",26083
55059,"10","[0.021,0.033)","8",55059
27043,"9","[-0.011,-0.0028)","5",27043
56045,"11","[-0.011,-0.0028)","5",56045
45055,"25","[0.021,0.033)","8",45055
53035,"4","[0.052,0.11]","10",53035
48101,"30","[-0.011,-0.0028)","5",48101
48471,"20","[0.021,0.033)","8",48471
8067,"5","[0.052,0.11]","10",8067
13051,"12","[0.033,0.052)","9",13051
19149,"8","[-0.011,-0.0028)","5",19149
20083,"23","[-0.021,-0.011)","4",20083
26115,"17","[0.0083,0.021)","7",26115
30075,"24","[-0.032,-0.021)","3",30075
6093,"4","[0.021,0.033)","8",6093
36013,"2","[-0.22,-0.046)","1",36013
40073,"21","[-0.011,-0.0028)","5",40073
41003,"2","[0.033,0.052)","9",41003
45059,"21","[-0.021,-0.011)","4",45059
53077,"1","[-0.0028,0.0083)","6",53077
54059,"27","[-0.22,-0.046)","1",54059
55023,"12","[-0.011,-0.0028)","5",55023
13005,"15","[-0.22,-0.046)","1",13005
51027,"16","[-0.22,-0.046)","1",51027
42079,"2","[-0.046,-0.032)","2",42079
13149,"28","[0.021,0.033)","8",13149
37017,"27","[-0.021,-0.011)","4",37017
17179,"9","[0.0083,0.021)","7",17179
27165,"4","[-0.032,-0.021)","3",27165
13277,"21","[-0.032,-0.021)","3",13277
19137,"11","[-0.021,-0.011)","4",19137
27023,"5","[-0.046,-0.032)","2",27023
2060,"26","[0.021,0.033)","8",2060
36107,"18","[0.0083,0.021)","7",36107
35017,"7","[-0.021,-0.011)","4",35017
51800,"29","[0.033,0.052)","9",51800
47095,"27","[-0.22,-0.046)","1",47095
19009,"15","[-0.011,-0.0028)","5",19009
6043,"8","[0.033,0.052)","9",6043
48325,"24","[0.021,0.033)","8",48325
13211,"27","[0.0083,0.021)","7",13211
17171,"24","[-0.032,-0.021)","3",17171
1125,"13","[-0.021,-0.011)","4",1125
13105,"23","[-0.046,-0.032)","2",13105
17101,"14","[-0.046,-0.032)","2",17101
19143,"8","[-0.021,-0.011)","4",19143
21031,"19","[-0.22,-0.046)","1",21031
22099,"28","[-0.0028,0.0083)","6",22099
23029,"4","[-0.22,-0.046)","1",23029
56003,"8","[0.0083,0.021)","7",56003
37043,"24","[0.021,0.033)","8",37043
54049,"13","[-0.021,-0.011)","4",54049
48485,"4","[-0.011,-0.0028)","5",48485
31061,"17","[0.0083,0.021)","7",31061
29117,"11","[-0.032,-0.021)","3",29117
6083,"1","[0.033,0.052)","9",6083
51025,"30","[-0.0028,0.0083)","6",51025
18117,"12","[-0.046,-0.032)","2",18117
17199,"16","[-0.0028,0.0083)","6",17199
27171,"8","[0.052,0.11]","10",27171
13209,"30","[-0.0028,0.0083)","6",13209
4015,"4","[0.021,0.033)","8",4015
27147,"4","[-0.0028,0.0083)","6",27147
30085,"2","[-0.22,-0.046)","1",30085
1023,"28","[-0.22,-0.046)","1",1023
1097,"3","[-0.22,-0.046)","1",1097
38045,"19","[-0.0028,0.0083)","6",38045
45057,"21","[-0.0028,0.0083)","6",45057
55001,"15","[0.021,0.033)","8",55001
28019,"30","[-0.021,-0.011)","4",28019
28135,"30","[-0.046,-0.032)","2",28135
5101,"25","[-0.011,-0.0028)","5",5101
51075,"27","[0.052,0.11]","10",51075
42059,"16","[-0.011,-0.0028)","5",42059
47075,"29","[-0.046,-0.032)","2",47075
12117,"17","[0.052,0.11]","10",12117
19119,"6","[-0.021,-0.011)","4",19119
17091,"13","[-0.011,-0.0028)","5",17091
17111,"8","[0.052,0.11]","10",17111
26117,"14","[0.0083,0.021)","7",26117
17081,"12","[-0.032,-0.021)","3",17081
40069,"22","[-0.011,-0.0028)","5",40069
54057,"19","[-0.032,-0.021)","3",54057
1033,"26","[-0.021,-0.011)","4",1033
19155,"5","[-0.0028,0.0083)","6",19155
39031,"5","[-0.22,-0.046)","1",39031
53041,"5","[0.0083,0.021)","7",53041
30029,"2","[0.033,0.052)","9",30029
49025,"10","[0.052,0.11]","10",49025
51103,"24","[-0.021,-0.011)","4",51103
47009,"15","[0.033,0.052)","9",47009
47059,"5","[-0.032,-0.021)","3",47059
18129,"23","[-0.0028,0.0083)","6",18129
19055,"12","[-0.021,-0.011)","4",19055
12021,"4","[0.052,0.11]","10",12021
13197,"30","[-0.0028,0.0083)","6",13197
27013,"3","[0.021,0.033)","8",27013
39095,"3","[-0.032,-0.021)","3",39095
48369,"13","[-0.032,-0.021)","3",48369
48503,"13","[-0.021,-0.011)","4",48503
48271,"24","[-0.032,-0.021)","3",48271
31075,"30","[0.033,0.052)","9",31075
49045,"3","[0.021,0.033)","8",49045
51111,"28","[-0.011,-0.0028)","5",51111
51007,"27","[0.021,0.033)","8",51007
6007,"1","[-0.011,-0.0028)","5",6007
48407,"25","[0.021,0.033)","8",48407
12093,"7","[-0.0028,0.0083)","6",12093
18177,"5","[-0.046,-0.032)","2",18177
17005,"20","[-0.021,-0.011)","4",17005
19013,"3","[-0.011,-0.0028)","5",19013
26131,"18","[-0.032,-0.021)","3",26131
37005,"14","[-0.021,-0.011)","4",37005
39089,"9","[0.021,0.033)","8",39089
47015,"24","[0.0083,0.021)","7",47015
50007,"2","[0.021,0.033)","8",50007
18075,"8","[-0.046,-0.032)","2",18075
41039,"1","[0.033,0.052)","9",41039
17125,"22","[-0.032,-0.021)","3",17125
18103,"15","[-0.0028,0.0083)","6",18103
22069,"23","[-0.046,-0.032)","2",22069
27021,"12","[0.021,0.033)","8",27021
13315,"28","[-0.021,-0.011)","4",13315
5141,"19","[-0.011,-0.0028)","5",5141
24025,"19","[0.052,0.11]","10",24025
31123,"18","[0.0083,0.021)","7",31123
5135,"26","[-0.0028,0.0083)","6",5135
51183,"30","[0.021,0.033)","8",51183
56039,"2","[0.052,0.11]","10",56039
39099,"10","[-0.011,-0.0028)","5",39099
22101,"17","[-0.22,-0.046)","1",22101
37159,"18","[0.021,0.033)","8",37159
37171,"8","[-0.021,-0.011)","4",37171
40067,"27","[-0.032,-0.021)","3",40067
40041,"19","[-0.0028,0.0083)","6",40041
46115,"10","[-0.032,-0.021)","3",46115
55083,"14","[0.0083,0.021)","7",55083
48251,"20","[0.033,0.052)","9",48251
47067,"17","[-0.22,-0.046)","1",47067
51570,"29","[0.052,0.11]","10",51570
18169,"8","[-0.011,-0.0028)","5",18169
13141,"30","[-0.011,-0.0028)","5",13141
27061,"4","[-0.021,-0.011)","4",27061
19165,"15","[-0.021,-0.011)","4",19165
56015,"10","[0.021,0.033)","8",56015
37149,"25","[0.052,0.11]","10",37149
37021,"6","[0.052,0.11]","10",37021
55133,"4","[0.033,0.052)","9",55133
31083,"21","[-0.0028,0.0083)","6",31083
48441,"6","[0.021,0.033)","8",48441
51047,"18","[0.021,0.033)","8",51047
45085,"21","[-0.021,-0.011)","4",45085
19159,"18","[-0.046,-0.032)","2",19159
13157,"25","[0.052,0.11]","10",13157
39137,"7","[-0.046,-0.032)","2",39137
55077,"19","[0.033,0.052)","9",55077
29015,"16","[0.021,0.033)","8",29015
48209,"16","[0.052,0.11]","10",48209
50015,"10","[0.021,0.033)","8",50015
28013,"27","[-0.22,-0.046)","1",28013
28109,"17","[-0.011,-0.0028)","5",28109
13029,"28","[0.052,0.11]","10",13029
29223,"18","[-0.021,-0.011)","4",29223
42065,"7","[-0.046,-0.032)","2",42065
44003,"13","[0.033,0.052)","9",44003
21153,"13","[-0.22,-0.046)","1",21153
24029,"21","[0.021,0.033)","8",24029
55073,"2","[-0.011,-0.0028)","5",55073
20103,"18","[0.052,0.11]","10",20103
21021,"27","[-0.0028,0.0083)","6",21021
29173,"29","[-0.011,-0.0028)","5",29173
1007,"24","[-0.046,-0.032)","2",1007
19121,"21","[0.033,0.052)","9",19121
37085,"26","[0.033,0.052)","9",37085
41037,"6","[0.0083,0.021)","7",41037
29199,"19","[-0.046,-0.032)","2",29199
48009,"30","[0.033,0.052)","9",48009
48097,"15","[0.0083,0.021)","7",48097
28095,"28","[-0.046,-0.032)","2",28095
51830,"21","[0.052,0.11]","10",51830
28011,"29","[-0.22,-0.046)","1",28011
27123,"5","[0.021,0.033)","8",27123
